Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,custom_value9,custom_value7,collector_type_source,custom_value8,What type of news are you most interested in?,Article 1,Article 2,Which article would you be more likely to click on?,How interested are you in the news on a scale of 1 to 10?,Gender,Household Income,Device Type,Region,Age
12842527983,407651576,07/24/2021 01:31:24 PM,07/24/2021 01:32:01 PM,,,,,6857dc2ea2a92a0946901295db,,,smc,,Politics,Text and Image Treatment,Text and Image Treatment,Article 1,10,Male,"$0-$9,999",Android Phone / Tablet,West South Central,30-44
12842527577,407651576,07/24/2021 01:31:01 PM,07/24/2021 01:31:29 PM,,,,,708e8dc22a5229c81c128ac6d7,,,smc,,Tech,Control,Image Treatment,Article 2,5,Male,"$50,000-$74,999",iOS Phone / Tablet,West South Central,30-44
12842525737,407651576,07/24/2021 01:28:23 PM,07/24/2021 01:29:01 PM,,,,,6e452b4f94004661809fe4b8f5,,,smc,,Sports,Text and Image Treatment,Text and Image Treatment,Article 1,4,Male,"$0-$9,999",Android Phone / Tablet,East North Central,18-29
12842525246,407651576,07/24/2021 01:26:58 PM,07/24/2021 01:28:21 PM,,,,,92f458a6b85109943d991937b8,,,smc,,Art,Text and Image Treatment,Text Treatment,Article 1,4,Male,"$75,000-$99,999",iOS Phone / Tablet,West South Central,30-44
12842522428,407651576,07/24/2021 01:23:38 PM,07/24/2021 01:24:36 PM,,,,,b01ba4a1941b062a18375b7b48,,,smc,,Politics,Text and Image Treatment,Control,Article 1,7,Male,"$10,000-$24,999",Android Phone / Tablet,East South Central,18-29
12842522086,407651576,07/24/2021 01:23:07 PM,07/24/2021 01:24:11 PM,,,,,3b06c5068a540f06ba739dff66,,,smc,,Tech,Text Treatment,Image Treatment,Article 2,5,Male,"$10,000-$24,999",iOS Phone / Tablet,Mountain,18-29
12842501545,407651576,07/24/2021 12:56:22 PM,07/24/2021 12:57:07 PM,,,,,b8a1ec410d3eba94df1a70112f,,,smc,,Tech,Control,Control,Article 1,7,Male,Prefer not to answer,Android Phone / Tablet,Pacific,30-44
12842493393,407651576,07/24/2021 12:45:26 PM,07/24/2021 12:46:21 PM,,,,,6e51559970153d0ca9f95d8744,,,smc,,Politics,Image Treatment,Control,Article 1,7,Male,"$50,000-$74,999",Windows Desktop / Laptop,Mountain,> 60
12842486876,407651576,07/24/2021 12:37:18 PM,07/24/2021 12:38:08 PM,,,,,d7a337547220b43bfa77b51c0c,,,smc,,Travel,Text Treatment,Text Treatment,Article 1,9,Female,"$175,000-$199,999",iOS Phone / Tablet,South Atlantic,45-60
12842482912,407651576,07/24/2021 12:32:14 PM,07/24/2021 12:33:07 PM,,,,,25f2edc1cf149038a49870dca5,,,smc,,Travel,Text and Image Treatment,Control,Article 2,9,Male,"$125,000-$149,999",iOS Phone / Tablet,South Atlantic,45-60
12842482616,407651576,07/24/2021 12:31:34 PM,07/24/2021 12:32:42 PM,,,,,8941862a893b6510112318d476,,,smc,,Politics,Text and Image Treatment,Text Treatment,Article 1,5,Female,"$100,000-$124,999",Android Phone / Tablet,Pacific,45-60
12842478259,407651576,07/24/2021 12:26:58 PM,07/24/2021 12:27:22 PM,,,,,642371bbc5acff19994101cd17,,,smc,,Tech,Text and Image Treatment,Image Treatment,Article 2,10,Male,"$100,000-$124,999",Android Phone / Tablet,Pacific,30-44
12842475696,407651576,07/24/2021 12:23:18 PM,07/24/2021 12:24:13 PM,,,,,b89fb3b1705af7ac796a2f8244,,,smc,,Travel,Text and Image Treatment,Image Treatment,Article 1,9,Female,"$150,000-$174,999",iOS Phone / Tablet,West North Central,30-44
12842474194,407651576,07/24/2021 12:21:57 PM,07/24/2021 12:22:23 PM,,,,,8542d2cb3405185f84949075c1,,,smc,,Business,Text Treatment,Control,Article 1,5,Female,"$0-$9,999",iOS Phone / Tablet,Mountain,18-29
12842470376,407651576,07/24/2021 12:17:22 PM,07/24/2021 12:17:50 PM,,,,,491f170e95c70cc4e335e554f7,,,smc,,Tech,Image Treatment,Image Treatment,Article 2,4,Male,"$10,000-$24,999",Android Phone / Tablet,West South Central,30-44
12842465597,407651576,07/24/2021 12:11:34 PM,07/24/2021 12:12:04 PM,,,,,328d015751688bf0b0e7cbc458,,,smc,,Travel,Image Treatment,Text Treatment,Article 1,8,Male,"$50,000-$74,999",iOS Phone / Tablet,South Atlantic,30-44
12842462983,407651576,07/24/2021 12:07:47 PM,07/24/2021 12:08:56 PM,,,,,dca6c614f86bff17876c824bf4,,,smc,,None,Image Treatment,Image Treatment,Article 1,6,Female,"$25,000-$49,999",Android Phone / Tablet,East South Central,30-44
12842456034,407651576,07/24/2021 12:00:14 PM,07/24/2021 12:00:39 PM,,,,,c5572e531c083280d2c0cda7da,,,smc,,Travel,Text Treatment,Text and Image Treatment,Article 1,2,Female,"$100,000-$124,999",iOS Phone / Tablet,South Atlantic,30-44
12842450259,407651576,07/24/2021 11:52:19 AM,07/24/2021 11:53:37 AM,,,,,deaec40755188174b0bd32ebbe,,,smc,,Other,Image Treatment,Control,Article 2,8,Male,"$25,000-$49,999",Android Phone / Tablet,East North Central,18-29
12842444936,407651576,07/24/2021 11:46:23 AM,07/24/2021 11:47:11 AM,,,,,4fcce6b6f658463cfef6a71cca,,,smc,,Business,Text Treatment,Image Treatment,Article 1,7,Female,"$50,000-$74,999",Android Phone / Tablet,East North Central,> 60
12842444712,407651576,07/24/2021 11:46:33 AM,07/24/2021 11:46:57 AM,,,,,992f2f633a30c8a53547eaf8f8,,,smc,,Other,Text Treatment,Text and Image Treatment,Article 1,8,Female,"$50,000-$74,999",iOS Phone / Tablet,West North Central,30-44
12842441736,407651576,07/24/2021 11:42:50 AM,07/24/2021 11:43:21 AM,,,,,261e2246ec0fd2edf6cf00cf7b,,,smc,,Sports,Control,Image Treatment,Article 1,5,Female,"$50,000-$74,999",iOS Phone / Tablet,Middle Atlantic,18-29
12842441657,407651576,07/24/2021 11:42:45 AM,07/24/2021 11:43:17 AM,,,,,bdb054169a85e16f3c6bfb466a,,,smc,,Sports,Control,Text Treatment,Article 2,6,Female,"$10,000-$24,999",iOS Phone / Tablet,South Atlantic,18-29
12842439549,407651576,07/24/2021 11:40:30 AM,07/24/2021 11:40:49 AM,,,,,53bc02ef438a08d0bd121b4261,,,smc,,Politics,Control,Image Treatment,Article 1,6,Female,"$50,000-$74,999",iOS Phone / Tablet,Pacific,18-29
12842431939,407651576,07/24/2021 11:31:06 AM,07/24/2021 11:31:45 AM,,,,,35a156ba5410714e2e8bcd1091,,,smc,,Tech,Text and Image Treatment,Text Treatment,Article 2,5,Female,"$75,000-$99,999",iOS Phone / Tablet,South Atlantic,30-44
12842431031,407651576,07/24/2021 11:30:24 AM,07/24/2021 11:30:43 AM,,,,,78ec036d0569e583836d2325f5,,,smc,,Tech,Control,Text and Image Treatment,Article 2,9,Male,"$50,000-$74,999",Android Phone / Tablet,West North Central,30-44
12842428699,407651576,07/24/2021 11:27:12 AM,07/24/2021 11:27:56 AM,,,,,d843f0eb4ea4b3fcfe48baaf5b,,,smc,,Sports,Text Treatment,Text and Image Treatment,Article 2,6,Male,"$100,000-$124,999",iOS Phone / Tablet,West South Central,30-44
12842428362,407651576,07/24/2021 11:27:09 AM,07/24/2021 11:27:29 AM,,,,,6d2146532e69198c1958cf8157,,,smc,,Art,Text and Image Treatment,Control,Article 2,2,Female,"$50,000-$74,999",Android Phone / Tablet,West North Central,30-44
12842428100,407651576,07/24/2021 11:26:36 AM,07/24/2021 11:27:10 AM,,,,,999da2466d236830e7a16e1211,,,smc,,Tech,Text and Image Treatment,Control,Article 1,5,Male,Prefer not to answer,Android Phone / Tablet,Pacific,18-29
12842424939,407651576,07/24/2021 11:22:50 AM,07/24/2021 11:23:26 AM,,,,,0f8ffc9fab408192d72ced8bf8,,,smc,,Politics,Text and Image Treatment,Image Treatment,Article 1,10,Female,"$25,000-$49,999",Android Phone / Tablet,East South Central,> 60
12842422420,407651576,07/24/2021 11:19:53 AM,07/24/2021 11:20:22 AM,,,,,fe44e52d2b2bbb196f35298ab6,,,smc,,Sports,Text Treatment,Text Treatment,Article 1,8,Female,"$10,000-$24,999",Android Phone / Tablet,West South Central,30-44
12842417889,407651576,07/24/2021 11:14:45 AM,07/24/2021 11:15:13 AM,,,,,08b2b019f142ddceafc2e619a9,,,smc,,Politics,Text Treatment,Text and Image Treatment,Article 1,8,Female,"$50,000-$74,999",iOS Phone / Tablet,Mountain,45-60
12842412318,407651576,07/24/2021 10:31:28 AM,07/24/2021 11:09:02 AM,,,,,0618461bac4b3e062150b1a05d,,,smc,,Business,Text Treatment,Text Treatment,Article 1,8,Male,"$25,000-$49,999",Windows Desktop / Laptop,Pacific,> 60
12842409017,407651576,07/24/2021 11:04:48 AM,07/24/2021 11:05:26 AM,,,,,306cdafd414e84ef778f23493a,,,smc,,Business,Image Treatment,Text and Image Treatment,Article 2,6,Female,"$10,000-$24,999",iOS Phone / Tablet,South Atlantic,30-44
12842403071,407651576,07/24/2021 10:58:45 AM,07/24/2021 10:59:08 AM,,,,,89fd091b0149aacc10f913c2b5,,,smc,,Other,Text and Image Treatment,Text Treatment,Article 2,7,Female,"$50,000-$74,999",Android Phone / Tablet,East South Central,30-44
12842402679,407651576,07/24/2021 10:58:15 AM,07/24/2021 10:58:44 AM,,,,,8c5a2767413c4e4b75d3b55289,,,smc,,Travel,Control,Control,Article 1,5,Female,"$25,000-$49,999",Android Phone / Tablet,Pacific,30-44
12842401947,407651576,07/24/2021 10:57:30 AM,07/24/2021 10:57:56 AM,,,,,a75bc3edb9c4563d470533e5ef,,,smc,,Politics,Control,Image Treatment,Article 2,7,Female,"$0-$9,999",iOS Phone / Tablet,South Atlantic,18-29
12842399986,407651576,07/24/2021 10:55:10 AM,07/24/2021 10:55:53 AM,,,,,57f261c498f00c9bd5098782eb,,,smc,,Tech,Text Treatment,Text Treatment,Article 1,3,Female,Prefer not to answer,Android Phone / Tablet,East North Central,18-29
12842394754,407651576,07/24/2021 10:50:14 AM,07/24/2021 10:50:28 AM,,,,,4dfde7c1c688eb51f71b2b6d14,,,smc,,Sports,Image Treatment,Text and Image Treatment,Article 2,8,Female,Prefer not to answer,iOS Phone / Tablet,Middle Atlantic,18-29
12842394284,407651576,07/24/2021 10:49:33 AM,07/24/2021 10:50:01 AM,,,,,605bccd0854e65df4565bbe992,,,smc,,Art,Text Treatment,Text and Image Treatment,Article 2,5,Female,"$10,000-$24,999",Android Phone / Tablet,Pacific,18-29
12842390378,407651576,07/24/2021 10:45:25 AM,07/24/2021 10:45:54 AM,,,,,ae23a4c7b4b59806bdde62fa63,,,smc,,Politics,Text and Image Treatment,Control,Article 2,8,Female,"$50,000-$74,999",Android Phone / Tablet,East North Central,45-60
12842388612,407651576,07/24/2021 10:43:40 AM,07/24/2021 10:44:09 AM,,,,,ee1f5e97a984b58d740d7f074e,,,smc,,Business,Control,Image Treatment,Article 2,5,Male,"$125,000-$149,999",iOS Phone / Tablet,West South Central,45-60
12842387696,407651576,07/24/2021 10:42:36 AM,07/24/2021 10:43:13 AM,,,,,4e9ba525e1a0fd916246a04b70,,,smc,,Business,Control,Text Treatment,Article 1,8,Female,"$50,000-$74,999",Android Phone / Tablet,South Atlantic,18-29
12842381267,407651576,07/24/2021 10:35:33 AM,07/24/2021 10:36:37 AM,,,,,00a752b7836aaad309dfd08701,,,smc,,Art,Text and Image Treatment,Control,Article 1,6,Female,"$10,000-$24,999",Android Phone / Tablet,South Atlantic,45-60
12842381264,407651576,07/24/2021 10:35:53 AM,07/24/2021 10:36:36 AM,,,,,ddeb173a3796f60e0730a91737,,,smc,,Other,Image Treatment,Text and Image Treatment,Article 2,5,Female,"$10,000-$24,999",Android Phone / Tablet,New England,30-44
12842373689,407651576,07/24/2021 10:27:51 AM,07/24/2021 10:28:31 AM,,,,,8d688e024c0f306dfb36b82172,,,smc,,Art,Control,Image Treatment,Article 1,1,Female,"$10,000-$24,999",Android Phone / Tablet,South Atlantic,18-29
12842372681,407651576,07/24/2021 10:26:47 AM,07/24/2021 10:27:31 AM,,,,,bfc535aade0cedce33bda1e465,,,smc,,Business,Control,Image Treatment,Article 2,1,Male,"$25,000-$49,999",iOS Phone / Tablet,South Atlantic,18-29
12842370097,407651576,07/24/2021 10:23:36 AM,07/24/2021 10:24:49 AM,,,,,dc915f233bb3ff5a81ecda7189,,,smc,,Politics,Text Treatment,Text and Image Treatment,Article 1,9,Male,"$200,000+",Windows Desktop / Laptop,South Atlantic,> 60
12842365719,407651576,07/24/2021 10:19:49 AM,07/24/2021 10:20:07 AM,,,,,980a3a0892f298aca058f2377a,,,smc,,Sports,Text and Image Treatment,Control,Article 2,1,Male,"$10,000-$24,999",iOS Phone / Tablet,Pacific,18-29
12842360261,407651576,07/24/2021 10:13:59 AM,07/24/2021 10:14:19 AM,,,,,d66f414a18a04b1b66dad713de,,,smc,,Tech,Text Treatment,Text Treatment,Article 2,6,Male,"$150,000-$174,999",iOS Phone / Tablet,Middle Atlantic,45-60
12842359245,407651576,07/24/2021 10:12:49 AM,07/24/2021 10:13:17 AM,,,,,258a1edc4a3b66f71a379363d4,,,smc,,Other,Text and Image Treatment,Control,Article 2,1,Female,"$100,000-$124,999",iOS Phone / Tablet,Pacific,30-44
12842357945,407651576,07/24/2021 10:11:35 AM,07/24/2021 10:11:53 AM,,,,,9aee843782a27156c85fe64759,,,smc,,Tech,Text and Image Treatment,Text and Image Treatment,Article 2,7,Male,"$50,000-$74,999",Android Phone / Tablet,East South Central,18-29
12842343758,407651576,07/24/2021 09:57:29 AM,07/24/2021 09:57:40 AM,,,,,e945547e84e993a66d24f1f709,,,smc,,Sports,Image Treatment,Text and Image Treatment,Article 2,7,Female,"$10,000-$24,999",iOS Phone / Tablet,Middle Atlantic,18-29
12842328718,407651576,07/24/2021 09:42:32 AM,07/24/2021 09:43:00 AM,,,,,cc783e63b1e637762d6be78930,,,smc,,Travel,Control,Image Treatment,Article 1,3,Female,"$50,000-$74,999",iOS Phone / Tablet,West North Central,30-44
12842328432,407651576,07/24/2021 09:42:32 AM,07/24/2021 09:42:44 AM,,,,,a86f78e57f6b16868be5f5790b,,,smc,,Travel,Text Treatment,Text and Image Treatment,Article 2,6,Female,"$50,000-$74,999",iOS Phone / Tablet,East South Central,18-29
12842328093,407651576,07/24/2021 09:42:07 AM,07/24/2021 09:42:25 AM,,,,,367f5af0e090548a25ea67a32e,,,smc,,Politics,Image Treatment,Control,Article 2,4,Male,"$125,000-$149,999",Android Phone / Tablet,South Atlantic,18-29
12842327416,407651576,07/24/2021 09:41:09 AM,07/24/2021 09:41:45 AM,,,,,c0220e1923400e01861b8abec9,,,smc,,Travel,Text Treatment,Text and Image Treatment,Article 2,7,Female,"$50,000-$74,999",Android Phone / Tablet,West South Central,45-60
12842324843,407651576,07/24/2021 09:38:44 AM,07/24/2021 09:39:21 AM,,,,,cb3269d74e1918f9aebcd628f1,,,smc,,Art,Control,Image Treatment,Article 1,10,Male,Prefer not to answer,iOS Phone / Tablet,South Atlantic,> 60
12842317933,407651576,07/24/2021 09:32:05 AM,07/24/2021 09:32:36 AM,,,,,c739a84e373c1e7d3141f52f53,,,smc,,Art,Image Treatment,Image Treatment,Article 2,8,Female,Prefer not to answer,Android Phone / Tablet,Pacific,18-29
12842317667,407651576,07/24/2021 09:31:46 AM,07/24/2021 09:32:22 AM,,,,,9c6113076169e99e3c25875099,,,smc,,Other,Image Treatment,Text Treatment,Article 1,7,Female,"$10,000-$24,999",Android Phone / Tablet,East North Central,> 60
12842314938,407651576,07/24/2021 09:29:18 AM,07/24/2021 09:29:52 AM,,,,,b925ec4066b482bbd3190369b8,,,smc,,Travel,Text and Image Treatment,Image Treatment,Article 1,8,Female,"$25,000-$49,999",iOS Phone / Tablet,New England,30-44
12842314037,407651576,07/24/2021 09:28:23 AM,07/24/2021 09:29:00 AM,,,,,72dd9208cc3f5b5f00e96a124b,,,smc,,Other,Control,Control,Article 2,10,Male,"$25,000-$49,999",Android Phone / Tablet,East South Central,> 60
12842296048,407651576,07/24/2021 09:12:02 AM,07/24/2021 09:12:18 AM,,,,,ede0345b91c6e0160575c4e0f3,,,smc,,Other,Control,Image Treatment,Article 2,5,Male,"$10,000-$24,999",Android Phone / Tablet,Middle Atlantic,30-44
12842295977,407651576,07/24/2021 09:11:40 AM,07/24/2021 09:12:15 AM,,,,,2fb8d0edd9484fbcc77df0a673,,,smc,,Business,Image Treatment,Text and Image Treatment,Article 2,6,Male,"$50,000-$74,999",iOS Phone / Tablet,Mountain,18-29
12842294435,407651576,07/24/2021 09:10:43 AM,07/24/2021 09:10:53 AM,,,,,a39a148e3da371814b9a74723a,,,smc,,Sports,Control,Control,Article 1,5,Male,"$125,000-$149,999",iOS Phone / Tablet,South Atlantic,18-29
12842280772,407651576,07/24/2021 08:57:52 AM,07/24/2021 08:58:10 AM,,,,,4731291ecdba04ebab42d356bf,,,smc,,Art,Text Treatment,Image Treatment,Article 1,5,Female,"$0-$9,999",iOS Phone / Tablet,Pacific,18-29
12842279496,407651576,07/24/2021 08:56:49 AM,07/24/2021 08:56:59 AM,,,,,e83086ff524da59959c542ff59,,,smc,,Travel,Text and Image Treatment,Image Treatment,Article 1,5,Male,"$100,000-$124,999",Android Phone / Tablet,Pacific,30-44
12842267420,407651576,07/24/2021 08:45:02 AM,07/24/2021 08:45:39 AM,,,,,4b7430a3b7aa66c367ffaf4bee,,,smc,,Other,Text Treatment,Control,Article 1,5,Female,"$50,000-$74,999",iOS Phone / Tablet,East North Central,18-29
12842266667,407651576,07/24/2021 08:42:50 AM,07/24/2021 08:44:57 AM,,,,,99838b99d58ce1bb8c266ba277,,,smc,,Travel,Image Treatment,Image Treatment,Article 1,10,Female,"$10,000-$24,999",Android Phone / Tablet,West South Central,30-44
12842263479,407651576,07/24/2021 08:41:43 AM,07/24/2021 08:42:07 AM,,,,,d319ae689b70f923200cfdb489,,,smc,,Sports,Text and Image Treatment,Image Treatment,Article 2,4,Male,"$25,000-$49,999",iOS Phone / Tablet,West North Central,30-44
12842247558,407651576,07/24/2021 08:27:46 AM,07/24/2021 08:28:08 AM,,,,,a0db10031cc2f0961c9549d623,,,smc,,Politics,Control,Text and Image Treatment,Article 1,6,Female,"$200,000+",iOS Phone / Tablet,Middle Atlantic,30-44
12842245832,407651576,07/24/2021 08:26:25 AM,07/24/2021 08:26:36 AM,,,,,4c43702b7cae698bce457ca243,,,smc,,Politics,Image Treatment,Image Treatment,Article 1,7,Male,"$25,000-$49,999",iOS Phone / Tablet,South Atlantic,30-44
12842245019,407651576,07/24/2021 08:24:53 AM,07/24/2021 08:25:49 AM,,,,,2db8d6f39ffe29bbedc1640f34,,,smc,,Politics,Image Treatment,Image Treatment,Article 2,9,Female,"$50,000-$74,999",iOS Phone / Tablet,West South Central,30-44
12842227094,407651576,07/24/2021 08:09:12 AM,07/24/2021 08:10:08 AM,,,,,da89bd982f0d706e0fa9eccfff,,,smc,,Travel,Control,Control,Article 1,8,Female,"$25,000-$49,999",iOS Phone / Tablet,Pacific,18-29
12842208549,407651576,07/24/2021 07:53:32 AM,07/24/2021 07:54:07 AM,,,,,c83bc0caff26f4c3af5b8eb020,,,smc,,Tech,Image Treatment,Image Treatment,Article 2,8,Female,"$25,000-$49,999",iOS Phone / Tablet,West South Central,30-44
12842171067,407651576,07/24/2021 07:19:56 AM,07/24/2021 07:20:32 AM,,,,,146c6bc98a1590c842bec4cc2a,,,smc,,Business,Image Treatment,Text Treatment,Article 2,8,Female,Prefer not to answer,iOS Phone / Tablet,West South Central,18-29
12842159484,407651576,07/24/2021 07:09:10 AM,07/24/2021 07:10:25 AM,,,,,7860120ee187b989f332e6c917,,,smc,,Travel,Image Treatment,Text and Image Treatment,Article 1,10,Female,"$25,000-$49,999",iOS Phone / Tablet,Middle Atlantic,45-60
12842027913,407651576,07/24/2021 05:04:33 AM,07/24/2021 05:05:07 AM,,,,,cb13466e5bbd1960fb25d384c4,,,smc,,None,Control,Control,Article 2,1,Female,"$25,000-$49,999",Android Phone / Tablet,West South Central,30-44
12842007451,407651576,07/24/2021 04:43:40 AM,07/24/2021 04:43:50 AM,,,,,5f3a4637467732176b2096a9ab,,,smc,,Art,Text Treatment,Image Treatment,Article 1,8,Female,"$50,000-$74,999",iOS Phone / Tablet,East North Central,18-29
